Fixed Overall Qtr Count ,Fraud,Quarter,Report Type,State Name,Year,Fixed State Type,Overall # of Reports by Type QTR,State Fraud/Other Count
230049,Other,1,Other,Puerto Rico,2019,304,230049,304
415398,Other,3,Other,Washington,2021,5172,415398,5172
729718,Fraud,2,Fraud,Wisconsin,2021,8826,729718,8826
435820,Fraud,1,Fraud,Ohio,2020,12154,435820,12154
413841,Other,1,Other,Wisconsin,2021,3468,413841,3468
322678,Other,2,Other,Texas,2018,35609,322678,35609
648197,Fraud,3,Fraud,Hawaii,2020,2292,648197,2292
360304,Fraud,1,Fraud,Pennsylvania,2018,10611,360304,10611
383241,Fraud,4,Fraud,Missouri,2018,5670,383241,5670
248549,Other,3,Other,Connecticut,2019,2188,248549,2188
600629,Fraud,2,Fraud,Florida,2020,37417,600629,37417
406911,Other,2,Other,Arkansas,2021,2190,406911,2190
535536,Fraud,2,Fraud,Puerto Rico,2019,659,535536,659
0,IDT,4,Identity Theft,Indiana,2018,0,0,0
248549,Other,3,Other,Washington,2019,4203,248549,4203
415398,Other,3,Other,West Virginia,2021,1125,415398,1125
415398,Other,3,Other,New Jersey,2021,12244,415398,12244
263547,Other,1,Other,Connecticut,2020,2357,263547,2357
320281,Other,1,Other,Oregon,2018,2190,320281,2190
305963,Other,2,Other,Kansas,2020,1288,305963,1288
535536,Fraud,2,Fraud,Indiana,2019,7459,535536,7459
305963,Other,2,Other,Wyoming,2020,274,305963,274
360304,Fraud,1,Fraud,Vermont,2018,407,360304,407
624173,Fraud,4,Fraud,Maryland,2020,11154,624173,11154
413841,Other,1,Other,Colorado,2021,6279,413841,6279
360304,Fraud,1,Fraud,Nevada,2018,3245,360304,3245
230049,Other,1,Other,New Hampshire,2019,765,230049,765
403773,Fraud,4,Fraud,Texas,2019,25480,403773,25480
336868,Other,4,Other,Washington,2021,4449,336868,4449
600629,Fraud,2,Fraud,Illinois,2020,17411,600629,17411
248549,Other,3,Other,Utah,2019,1823,248549,1823
248549,Other,3,Other,Indiana,2019,3050,248549,3050
360304,Fraud,1,Fraud,Kentucky,2018,3449,360304,3449
831544,Fraud,1,Fraud,Maine,2021,2707,831544,2707
415398,Other,3,Other,Wisconsin,2021,3698,415398,3698
529166,Fraud,3,Fraud,Wyoming,2019,612,529166,612
406911,Other,2,Other,Oregon,2021,2646,406911,2646
413575,Fraud,1,Fraud,New Mexico,2019,1894,413575,1894
305963,Other,2,Other,Illinois,2020,9712,305963,9712
322678,Other,2,Other,Texas,2018,35609,322678,35609
600629,Fraud,2,Fraud,Colorado,2020,10807,600629,10807
328392,Other,1,Other,Georgia,2022,18894,328392,18894
360304,Fraud,1,Fraud,Massachusetts,2018,5255,360304,5255
415398,Other,3,Other,Tennessee,2021,11291,415398,11291
492886,Fraud,1,Fraud,Colorado,2022,9732,492886,9732
328392,Other,1,Other,North Dakota,2022,304,328392,304
383241,Fraud,4,Fraud,Hawaii,2018,1065,383241,1065
435820,Fraud,1,Fraud,Louisiana,2020,3701,435820,3701
403773,Fraud,4,Fraud,Maine,2019,1142,403773,1142
360304,Fraud,1,Fraud,North Dakota,2018,425,360304,425
263547,Other,1,Other,Wyoming,2020,226,263547,226
413841,Other,1,Other,Texas,2021,36032,413841,36032
383241,Fraud,4,Fraud,Massachusetts,2018,5673,383241,5673
529166,Fraud,3,Fraud,Montana,2019,1523,529166,1523
600629,Fraud,2,Fraud,Georgia,2020,15962,600629,15962
320281,Other,1,Other,Wisconsin,2018,3089,320281,3089
328392,Other,1,Other,Wyoming,2022,236,328392,236
248549,Other,3,Other,Montana,2019,445,248549,445
360718,Other,4,Other,Delaware,2020,1285,360718,1285
399061,Fraud,3,Fraud,Virginia,2018,9020,399061,9020
320281,Other,1,Other,Washington,2018,4458,320281,4458
236641,Other,4,Other,New Hampshire,2019,645,236641,645
305963,Other,2,Other,Wyoming,2020,274,305963,274
399061,Fraud,3,Fraud,Kansas,2018,2818,399061,2818
360718,Other,4,Other,South Carolina,2020,5752,360718,5752
380279,Fraud,2,Fraud,Michigan,2018,8097,380279,8097
360718,Other,4,Other,Georgia,2020,15342,360718,15342
320281,Other,1,Other,Wyoming,2018,197,320281,197
399061,Fraud,3,Fraud,Puerto Rico,2018,474,399061,474
322678,Other,2,Other,Colorado,2018,4556,322678,4556
360718,Other,4,Other,Colorado,2020,5081,360718,5081
529166,Fraud,3,Fraud,Texas,2019,33617,529166,33617
729718,Fraud,2,Fraud,Idaho,2021,2861,729718,2861
529166,Fraud,3,Fraud,Texas,2019,33617,529166,33617
415398,Other,3,Other,Arkansas,2021,2135,415398,2135
535536,Fraud,2,Fraud,Tennessee,2019,8766,535536,8766
328392,Other,1,Other,Idaho,2022,816,328392,816
360304,Fraud,1,Fraud,Montana,2018,951,360304,951
729718,Fraud,2,Fraud,Maryland,2021,11729,729718,11729
729718,Fraud,2,Fraud,New Mexico,2021,3717,729718,3717
535536,Fraud,2,Fraud,District of Columbia,2019,1498,535536,1498
360304,Fraud,1,Fraud,Massachusetts,2018,5255,360304,5255
236641,Other,4,Other,Washington,2019,3773,236641,3773
406911,Other,2,Other,Utah,2021,1958,406911,1958
831544,Fraud,1,Fraud,Louisiana,2021,6994,831544,6994
320281,Other,1,Other,Connecticut,2018,2538,320281,2538
322678,Other,2,Other,Louisiana,2018,3746,322678,3746
360718,Other,4,Other,Massachusetts,2020,6984,360718,6984
492886,Fraud,1,Fraud,Colorado,2022,9732,492886,9732
729337,Fraud,3,Fraud,Oregon,2021,7930,729337,7930
573651,Fraud,4,Fraud,Arkansas,2021,3279,573651,3279
230049,Other,1,Other,Nevada,2019,2436,230049,2436
435820,Fraud,1,Fraud,Maryland,2020,7541,435820,7541
573651,Fraud,4,Fraud,South Dakota,2021,751,573651,751
248549,Other,3,Other,Nevada,2019,3053,248549,3053
492886,Fraud,1,Fraud,New Jersey,2022,10823,492886,10823
263547,Other,1,Other,Missouri,2020,4113,263547,4113
415398,Other,3,Other,Maine,2021,685,415398,685
322678,Other,2,Other,Washington,2018,4371,322678,4371
600629,Fraud,2,Fraud,Alaska,2020,985,600629,985
336713,Other,3,Other,Delaware,2020,1228,336713,1228
336868,Other,4,Other,Arizona,2021,5282,336868,5282
250155,Other,4,Other,Oregon,2018,1948,250155,1948
535536,Fraud,2,Fraud,North Dakota,2019,666,535536,666
529166,Fraud,3,Fraud,Nebraska,2019,2120,529166,2120
380279,Fraud,2,Fraud,Utah,2018,2437,380279,2437
492886,Fraud,1,Fraud,Texas,2022,30693,492886,30693
413575,Fraud,1,Fraud,Illinois,2019,11858,413575,11858
236641,Other,4,Other,Louisiana,2019,2773,236641,2773
435820,Fraud,1,Fraud,Connecticut,2020,3854,435820,3854
406911,Other,2,Other,New York,2021,23499,406911,23499
529166,Fraud,3,Fraud,Oregon,2019,7404,529166,7404
322678,Other,2,Other,Michigan,2018,12950,322678,12950
236641,Other,4,Other,Utah,2019,1523,236641,1523
529166,Fraud,3,Fraud,Maryland,2019,8983,529166,8983
624173,Fraud,4,Fraud,Delaware,2020,1738,624173,1738
310369,Other,3,Other,Vermont,2018,200,310369,200
492886,Fraud,1,Fraud,Nevada,2022,4711,492886,4711
322678,Other,2,Other,New Jersey,2018,7822,322678,7822
336868,Other,4,Other,West Virginia,2021,991,336868,991
413575,Fraud,1,Fraud,New Hampshire,2019,1400,413575,1400
403773,Fraud,4,Fraud,Oregon,2019,4695,403773,4695
403773,Fraud,4,Fraud,Michigan,2019,9479,403773,9479
263547,Other,1,Other,Kansas,2020,1343,263547,1343
406911,Other,2,Other,District of Columbia,2021,1302,406911,1302
413575,Fraud,1,Fraud,Georgia,2019,10511,413575,10511
435820,Fraud,1,Fraud,Minnesota,2020,5886,435820,5886
263547,Other,1,Other,Louisiana,2020,3190,263547,3190
406911,Other,2,Other,Texas,2021,40996,406911,40996
413575,Fraud,1,Fraud,Nebraska,2019,1619,413575,1619
383241,Fraud,4,Fraud,West Virginia,2018,1805,383241,1805
380279,Fraud,2,Fraud,Iowa,2018,2479,380279,2479
403773,Fraud,4,Fraud,Alaska,2019,747,403773,747
403773,Fraud,4,Fraud,Wisconsin,2019,5517,403773,5517
336713,Other,3,Other,Minnesota,2020,3066,336713,3066
529166,Fraud,3,Fraud,Illinois,2019,14748,529166,14748
413575,Fraud,1,Fraud,Virginia,2019,9112,413575,9112
305963,Other,2,Other,Michigan,2020,6001,305963,6001
600629,Fraud,2,Fraud,Oklahoma,2020,4285,600629,4285
320281,Other,1,Other,South Carolina,2018,4813,320281,4813
573651,Fraud,4,Fraud,Washington,2021,11644,573651,11644
320281,Other,1,Other,Rhode Island,2018,759,320281,759
535536,Fraud,2,Fraud,Rhode Island,2019,1108,535536,1108
336868,Other,4,Other,Vermont,2021,246,336868,246
322678,Other,2,Other,Ohio,2018,9819,322678,9819
624173,Fraud,4,Fraud,Virginia,2020,15167,624173,15167
600629,Fraud,2,Fraud,Maryland,2020,11538,600629,11538
380279,Fraud,2,Fraud,Delaware,2018,1008,380279,1008
535536,Fraud,2,Fraud,Oregon,2019,7016,535536,7016
535536,Fraud,2,Fraud,New Jersey,2019,10569,535536,10569
360718,Other,4,Other,Mississippi,2020,2508,360718,2508
403773,Fraud,4,Fraud,Vermont,2019,561,403773,561
413575,Fraud,1,Fraud,Indiana,2019,6135,413575,6135
399061,Fraud,3,Fraud,Florida,2018,23787,399061,23787
399061,Fraud,3,Fraud,North Dakota,2018,438,399061,438
305963,Other,2,Other,Maine,2020,737,305963,737
336713,Other,3,Other,Rhode Island,2020,822,336713,822
399061,Fraud,3,Fraud,South Carolina,2018,4639,399061,4639
236641,Other,4,Other,New York,2019,13307,236641,13307
336713,Other,3,Other,West Virginia,2020,1090,336713,1090
236641,Other,4,Other,Nevada,2019,3142,236641,3142
336713,Other,3,Other,Utah,2020,1848,336713,1848
729718,Fraud,2,Fraud,Delaware,2021,2001,729718,2001
624173,Fraud,4,Fraud,New Jersey,2020,13960,624173,13960
322678,Other,2,Other,Alabama,2018,5107,322678,5107
648197,Fraud,3,Fraud,Minnesota,2020,8394,648197,8394
600629,Fraud,2,Fraud,South Carolina,2020,7076,600629,7076
406911,Other,2,Other,Maine,2021,722,406911,722
263547,Other,1,Other,New York,2020,14179,263547,14179
535536,Fraud,2,Fraud,Illinois,2019,14422,535536,14422
236641,Other,4,Other,Illinois,2019,7754,236641,7754
328392,Other,1,Other,Minnesota,2022,2805,328392,2805
492886,Fraud,1,Fraud,Maine,2022,1663,492886,1663
380279,Fraud,2,Fraud,Minnesota,2018,4838,380279,4838
383241,Fraud,4,Fraud,Illinois,2018,10372,383241,10372
328392,Other,1,Other,Alaska,2022,354,328392,354
250155,Other,4,Other,Iowa,2018,1030,250155,1030
624173,Fraud,4,Fraud,Puerto Rico,2020,998,624173,998
729337,Fraud,3,Fraud,Indiana,2021,9716,729337,9716
406911,Other,2,Other,Michigan,2021,7508,406911,7508
648197,Fraud,3,Fraud,New York,2020,31395,648197,31395
403773,Fraud,4,Fraud,Washington,2019,8156,403773,8156
320281,Other,1,Other,California,2018,35016,320281,35016
399061,Fraud,3,Fraud,Rhode Island,2018,871,399061,871
336713,Other,3,Other,Tennessee,2020,7739,336713,7739
573651,Fraud,4,Fraud,New York,2021,24927,573651,24927
535536,Fraud,2,Fraud,Delaware,2019,1491,535536,1491
360718,Other,4,Other,District of Columbia,2020,1126,360718,1126
360304,Fraud,1,Fraud,Florida,2018,20160,360304,20160
336713,Other,3,Other,Kansas,2020,1414,336713,1414
399061,Fraud,3,Fraud,Minnesota,2018,5467,399061,5467
729337,Fraud,3,Fraud,Alaska,2021,1376,729337,1376
535536,Fraud,2,Fraud,Maine,2019,1502,535536,1502
336868,Other,4,Other,Vermont,2021,246,336868,246
360304,Fraud,1,Fraud,Mississippi,2018,2251,360304,2251
492886,Fraud,1,Fraud,Missouri,2022,6847,492886,6847
320281,Other,1,Other,Ohio,2018,10042,320281,10042
230049,Other,1,Other,California,2019,22155,230049,22155
729337,Fraud,3,Fraud,New York,2021,30305,729337,30305
248549,Other,3,Other,Mississippi,2019,1680,248549,1680
535536,Fraud,2,Fraud,Louisiana,2019,4560,535536,4560
529166,Fraud,3,Fraud,Alabama,2019,6083,529166,6083
336868,Other,4,Other,Connecticut,2021,2532,336868,2532
624173,Fraud,4,Fraud,Texas,2020,39198,624173,39198
648197,Fraud,3,Fraud,Alaska,2020,1175,648197,1175
415398,Other,3,Other,Massachusetts,2021,6104,415398,6104
413575,Fraud,1,Fraud,West Virginia,2019,1948,413575,1948
310369,Other,3,Other,Illinois,2018,9043,310369,9043
336713,Other,3,Other,South Carolina,2020,5038,336713,5038
600629,Fraud,2,Fraud,Texas,2020,37310,600629,37310
600629,Fraud,2,Fraud,Florida,2020,37417,600629,37417
492886,Fraud,1,Fraud,New York,2022,22854,492886,22854
573651,Fraud,4,Fraud,Missouri,2021,7488,573651,7488
360718,Other,4,Other,Texas,2020,32548,360718,32548
336868,Other,4,Other,California,2021,32694,336868,32694
399061,Fraud,3,Fraud,South Dakota,2018,537,399061,537
435820,Fraud,1,Fraud,Illinois,2020,12261,435820,12261
336713,Other,3,Other,Connecticut,2020,2784,336713,2784
415398,Other,3,Other,Connecticut,2021,3228,415398,3228
492886,Fraud,1,Fraud,North Carolina,2022,11715,492886,11715
0,IDT,1,Identity Theft,Wyoming,2019,0,0,0
535536,Fraud,2,Fraud,South Dakota,2019,697,535536,697
310369,Other,3,Other,Oklahoma,2018,2221,310369,2221
322678,Other,2,Other,North Dakota,2018,201,322678,201
383241,Fraud,4,Fraud,Nevada,2018,3350,383241,3350
600629,Fraud,2,Fraud,California,2020,59817,600629,59817
435820,Fraud,1,Fraud,Michigan,2020,10260,435820,10260
529166,Fraud,3,Fraud,New Hampshire,2019,1713,529166,1713
529166,Fraud,3,Fraud,Colorado,2019,9163,529166,9163
831544,Fraud,1,Fraud,South Carolina,2021,9321,831544,9321
253567,Other,2,Other,Colorado,2019,3694,253567,3694
322678,Other,2,Other,Tennessee,2018,6221,322678,6221
310369,Other,3,Other,Washington,2018,4071,310369,4071
263547,Other,1,Other,Maryland,2020,5203,263547,5203
729337,Fraud,3,Fraud,Washington,2021,14355,729337,14355
535536,Fraud,2,Fraud,Missouri,2019,7919,535536,7919
0,IDT,3,Identity Theft,Missouri,2020,0,0,0
435820,Fraud,1,Fraud,Michigan,2020,10260,435820,10260
648197,Fraud,3,Fraud,Nevada,2020,6302,648197,6302
360718,Other,4,Other,New Mexico,2020,1276,360718,1276
328392,Other,1,Other,Tennessee,2022,6184,328392,6184
831544,Fraud,1,Fraud,Rhode Island,2021,2211,831544,2211
573651,Fraud,4,Fraud,Connecticut,2021,4201,573651,4201
253567,Other,2,Other,New Hampshire,2019,747,253567,747
648197,Fraud,3,Fraud,South Carolina,2020,8213,648197,8213
535536,Fraud,2,Fraud,North Dakota,2019,666,535536,666
263547,Other,1,Other,Kansas,2020,1343,263547,1343
360718,Other,4,Other,Texas,2020,32548,360718,32548
250155,Other,4,Other,Florida,2018,24102,250155,24102
413575,Fraud,1,Fraud,Colorado,2019,6699,413575,6699
320281,Other,1,Other,New Mexico,2018,1502,320281,1502
253567,Other,2,Other,Nebraska,2019,629,253567,629
413575,Fraud,1,Fraud,New York,2019,22462,413575,22462
573651,Fraud,4,Fraud,Pennsylvania,2021,15804,573651,15804
263547,Other,1,Other,Oklahoma,2020,1806,263547,1806
492886,Fraud,1,Fraud,Tennessee,2022,7798,492886,7798
336868,Other,4,Other,Oregon,2021,2265,336868,2265
322678,Other,2,Other,Massachusetts,2018,4097,322678,4097
529166,Fraud,3,Fraud,Virginia,2019,12550,529166,12550
328392,Other,1,Other,South Dakota,2022,349,328392,349
0,IDT,1,Identity Theft,New Mexico,2020,0,0,0
236641,Other,4,Other,Iowa,2019,1138,236641,1138
413575,Fraud,1,Fraud,West Virginia,2019,1948,413575,1948
320281,Other,1,Other,Hawaii,2018,571,320281,571
250155,Other,4,Other,Louisiana,2018,3040,250155,3040
648197,Fraud,3,Fraud,Arizona,2020,12638,648197,12638
310369,Other,3,Other,West Virginia,2018,723,310369,723
310369,Other,3,Other,Hawaii,2018,608,310369,608
729718,Fraud,2,Fraud,Nebraska,2021,2605,729718,2605
403773,Fraud,4,Fraud,Washington,2019,8156,403773,8156
648197,Fraud,3,Fraud,Illinois,2020,17977,648197,17977
831544,Fraud,1,Fraud,Arizona,2021,15061,831544,15061
263547,Other,1,Other,Colorado,2020,3827,263547,3827
729337,Fraud,3,Fraud,Massachusetts,2021,10781,729337,10781
250155,Other,4,Other,Missouri,2018,4399,250155,4399
0,IDT,2,Identity Theft,Maryland,2018,0,0,0
413575,Fraud,1,Fraud,South Carolina,2019,4874,413575,4874
492886,Fraud,1,Fraud,Nevada,2022,4711,492886,4711
600629,Fraud,2,Fraud,Alabama,2020,6082,600629,6082
406911,Other,2,Other,Tennessee,2021,10630,406911,10630
380279,Fraud,2,Fraud,Hawaii,2018,1122,380279,1122
380279,Fraud,2,Fraud,Colorado,2018,6135,380279,6135
320281,Other,1,Other,Pennsylvania,2018,10434,320281,10434
492886,Fraud,1,Fraud,South Carolina,2022,5694,492886,5694
600629,Fraud,2,Fraud,Tennessee,2020,10003,600629,10003
535536,Fraud,2,Fraud,Louisiana,2019,4560,535536,4560
305963,Other,2,Other,Michigan,2020,6001,305963,6001
573651,Fraud,4,Fraud,Arizona,2021,10354,573651,10354
383241,Fraud,4,Fraud,Arkansas,2018,2540,383241,2540
624173,Fraud,4,Fraud,West Virginia,2020,2431,624173,2431
435820,Fraud,1,Fraud,Virginia,2020,10587,435820,10587
336868,Other,4,Other,North Carolina,2021,9777,336868,9777
263547,Other,1,Other,Puerto Rico,2020,426,263547,426
380279,Fraud,2,Fraud,New Hampshire,2018,1238,380279,1238
263547,Other,1,Other,Nevada,2020,3423,263547,3423
624173,Fraud,4,Fraud,Kansas,2020,4442,624173,4442
336713,Other,3,Other,Arizona,2020,6656,336713,6656
406911,Other,2,Other,Maine,2021,722,406911,722
336868,Other,4,Other,Ohio,2021,10201,336868,10201
600629,Fraud,2,Fraud,California,2020,59817,600629,59817
413575,Fraud,1,Fraud,Arkansas,2019,2689,413575,2689
573651,Fraud,4,Fraud,Florida,2021,32059,573651,32059
406911,Other,2,Other,North Carolina,2021,11911,406911,11911
492886,Fraud,1,Fraud,Minnesota,2022,6201,492886,6201
380279,Fraud,2,Fraud,Hawaii,2018,1122,380279,1122
492886,Fraud,1,Fraud,Washington,2022,10674,492886,10674
0,IDT,4,Identity Theft,Iowa,2018,0,0,0
600629,Fraud,2,Fraud,New Jersey,2020,13014,600629,13014
492886,Fraud,1,Fraud,Missouri,2022,6847,492886,6847
360718,Other,4,Other,New Mexico,2020,1276,360718,1276
648197,Fraud,3,Fraud,Oregon,2020,7435,648197,7435
415398,Other,3,Other,Maryland,2021,10900,415398,10900
380279,Fraud,2,Fraud,Texas,2018,22095,380279,22095
263547,Other,1,Other,Illinois,2020,8209,263547,8209
403773,Fraud,4,Fraud,Louisiana,2019,3516,403773,3516
573651,Fraud,4,Fraud,Colorado,2021,9851,573651,9851
435820,Fraud,1,Fraud,North Carolina,2020,11224,435820,11224
399061,Fraud,3,Fraud,Alabama,2018,4951,399061,4951
305963,Other,2,Other,District of Columbia,2020,884,305963,884
535536,Fraud,2,Fraud,Virginia,2019,11113,535536,11113
435820,Fraud,1,Fraud,Tennessee,2020,7424,435820,7424
263547,Other,1,Other,Minnesota,2020,2620,263547,2620
529166,Fraud,3,Fraud,West Virginia,2019,2052,529166,2052
435820,Fraud,1,Fraud,Nevada,2020,4351,435820,4351
415398,Other,3,Other,Florida,2021,37782,415398,37782
406911,Other,2,Other,District of Columbia,2021,1302,406911,1302
403773,Fraud,4,Fraud,Oregon,2019,4695,403773,4695
336868,Other,4,Other,Texas,2021,32006,336868,32006
380279,Fraud,2,Fraud,Oklahoma,2018,2959,380279,2959
336868,Other,4,Other,Georgia,2021,19195,336868,19195
320281,Other,1,Other,Louisiana,2018,3823,320281,3823
328392,Other,1,Other,Texas,2022,31484,328392,31484
360304,Fraud,1,Fraud,Michigan,2018,7565,360304,7565
253567,Other,2,Other,New Jersey,2019,6018,253567,6018
529166,Fraud,3,Fraud,Maine,2019,1501,529166,1501
648197,Fraud,3,Fraud,North Carolina,2020,16096,648197,16096
435820,Fraud,1,Fraud,Maryland,2020,7541,435820,7541
413575,Fraud,1,Fraud,Colorado,2019,6699,413575,6699
310369,Other,3,Other,Montana,2018,427,310369,427
310369,Other,3,Other,Delaware,2018,1022,310369,1022
310369,Other,3,Other,Utah,2018,1608,310369,1608
729337,Fraud,3,Fraud,Missouri,2021,9717,729337,9717
600629,Fraud,2,Fraud,West Virginia,2020,2244,600629,2244
648197,Fraud,3,Fraud,Alaska,2020,1175,648197,1175
529166,Fraud,3,Fraud,New Jersey,2019,11277,529166,11277
831544,Fraud,1,Fraud,Minnesota,2021,10740,831544,10740
413575,Fraud,1,Fraud,Wyoming,2019,525,413575,525
360718,Other,4,Other,Missouri,2020,5097,360718,5097
0,IDT,3,Identity Theft,Louisiana,2021,0,0,0
624173,Fraud,4,Fraud,Kentucky,2020,5895,624173,5895
399061,Fraud,3,Fraud,Michigan,2018,8733,399061,8733
624173,Fraud,4,Fraud,California,2020,55785,624173,55785
0,IDT,1,Identity Theft,Utah,2020,0,0,0
729718,Fraud,2,Fraud,Utah,2021,4969,729718,4969
305963,Other,2,Other,Tennessee,2020,6045,305963,6045
529166,Fraud,3,Fraud,Mississippi,2019,3058,529166,3058
413841,Other,1,Other,Indiana,2021,5695,413841,5695
435820,Fraud,1,Fraud,West Virginia,2020,1755,435820,1755
435820,Fraud,1,Fraud,West Virginia,2020,1755,435820,1755
253567,Other,2,Other,Colorado,2019,3694,253567,3694
648197,Fraud,3,Fraud,Kansas,2020,3992,648197,3992
360718,Other,4,Other,North Carolina,2020,10208,360718,10208
415398,Other,3,Other,Alabama,2021,8592,415398,8592
406911,Other,2,Other,Wisconsin,2021,3309,406911,3309
263547,Other,1,Other,Pennsylvania,2020,8972,263547,8972
305963,Other,2,Other,Tennessee,2020,6045,305963,6045
624173,Fraud,4,Fraud,North Carolina,2020,16312,624173,16312
413575,Fraud,1,Fraud,Maryland,2019,6981,413575,6981
236641,Other,4,Other,Colorado,2019,3701,236641,3701
729337,Fraud,3,Fraud,West Virginia,2021,2571,729337,2571
320281,Other,1,Other,New Mexico,2018,1502,320281,1502
406911,Other,2,Other,Wyoming,2021,295,406911,295
624173,Fraud,4,Fraud,Nebraska,2020,2547,624173,2547
383241,Fraud,4,Fraud,Oregon,2018,4336,383241,4336
360304,Fraud,1,Fraud,Michigan,2018,7565,360304,7565
250155,Other,4,Other,Colorado,2018,3651,250155,3651
600629,Fraud,2,Fraud,Utah,2020,4509,600629,4509
380279,Fraud,2,Fraud,Maryland,2018,6017,380279,6017
310369,Other,3,Other,Alabama,2018,4526,310369,4526
399061,Fraud,3,Fraud,California,2018,34229,399061,34229
380279,Fraud,2,Fraud,Mississippi,2018,2325,380279,2325
248549,Other,3,Other,Vermont,2019,276,248549,276
380279,Fraud,2,Fraud,New York,2018,15863,380279,15863
250155,Other,4,Other,West Virginia,2018,768,250155,768
648197,Fraud,3,Fraud,Missouri,2020,9375,648197,9375
831544,Fraud,1,Fraud,Arkansas,2021,4865,831544,4865
380279,Fraud,2,Fraud,Indiana,2018,5461,380279,5461
310369,Other,3,Other,North Carolina,2018,8433,310369,8433
529166,Fraud,3,Fraud,Nebraska,2019,2120,529166,2120
529166,Fraud,3,Fraud,New Hampshire,2019,1713,529166,1713
413841,Other,1,Other,Rhode Island,2021,1741,413841,1741
831544,Fraud,1,Fraud,California,2021,69813,831544,69813
413575,Fraud,1,Fraud,Minnesota,2019,5446,413575,5446
415398,Other,3,Other,Kentucky,2021,2778,415398,2778
831544,Fraud,1,Fraud,Minnesota,2021,10740,831544,10740
250155,Other,4,Other,Rhode Island,2018,680,250155,680
492886,Fraud,1,Fraud,Massachusetts,2022,8365,492886,8365
230049,Other,1,Other,Louisiana,2019,2638,230049,2638
336713,Other,3,Other,Hawaii,2020,717,336713,717
248549,Other,3,Other,Texas,2019,19894,248549,19894
831544,Fraud,1,Fraud,North Carolina,2021,19453,831544,19453
253567,Other,2,Other,Connecticut,2019,2162,253567,2162
535536,Fraud,2,Fraud,New Mexico,2019,2607,535536,2607
399061,Fraud,3,Fraud,Connecticut,2018,3135,399061,3135
435820,Fraud,1,Fraud,North Carolina,2020,11224,435820,11224
415398,Other,3,Other,Maine,2021,685,415398,685
413575,Fraud,1,Fraud,Kentucky,2019,4060,413575,4060
600629,Fraud,2,Fraud,Georgia,2020,15962,600629,15962
415398,Other,3,Other,Nevada,2021,5348,415398,5348
535536,Fraud,2,Fraud,Rhode Island,2019,1108,535536,1108
535536,Fraud,2,Fraud,Massachusetts,2019,7469,535536,7469
729337,Fraud,3,Fraud,California,2021,64187,729337,64187
406911,Other,2,Other,Oregon,2021,2646,406911,2646
336713,Other,3,Other,Montana,2020,487,336713,487
0,IDT,4,Identity Theft,Washington,2020,0,0,0
403773,Fraud,4,Fraud,Wisconsin,2019,5517,403773,5517
535536,Fraud,2,Fraud,North Carolina,2019,13261,535536,13261
336713,Other,3,Other,Arizona,2020,6656,336713,6656
573651,Fraud,4,Fraud,South Carolina,2021,6334,573651,6334
336713,Other,3,Other,Oregon,2020,2385,336713,2385
624173,Fraud,4,Fraud,Alabama,2020,6203,624173,6203
360304,Fraud,1,Fraud,Kentucky,2018,3449,360304,3449
399061,Fraud,3,Fraud,West Virginia,2018,2360,399061,2360
492886,Fraud,1,Fraud,Hawaii,2022,1748,492886,1748
380279,Fraud,2,Fraud,New York,2018,15863,380279,15863
535536,Fraud,2,Fraud,North Dakota,2019,666,535536,666
573651,Fraud,4,Fraud,Alaska,2021,1049,573651,1049
305963,Other,2,Other,South Dakota,2020,315,305963,315
360304,Fraud,1,Fraud,Kansas,2018,2527,360304,2527
0,IDT,4,Identity Theft,Massachusetts,2019,0,0,0
648197,Fraud,3,Fraud,Kansas,2020,3992,648197,3992
529166,Fraud,3,Fraud,Maryland,2019,8983,529166,8983
250155,Other,4,Other,North Carolina,2018,7280,250155,7280
263547,Other,1,Other,Maryland,2020,5203,263547,5203
624173,Fraud,4,Fraud,Connecticut,2020,5333,624173,5333
403773,Fraud,4,Fraud,Delaware,2019,1278,403773,1278
413841,Other,1,Other,Iowa,2021,1525,413841,1525
336713,Other,3,Other,Pennsylvania,2020,11643,336713,11643
492886,Fraud,1,Fraud,Florida,2022,29927,492886,29927
336868,Other,4,Other,Tennessee,2021,6930,336868,6930
263547,Other,1,Other,Minnesota,2020,2620,263547,2620
380279,Fraud,2,Fraud,Georgia,2018,9618,380279,9618
573651,Fraud,4,Fraud,Alaska,2021,1049,573651,1049
413575,Fraud,1,Fraud,Louisiana,2019,3626,413575,3626
320281,Other,1,Other,Ohio,2018,10042,320281,10042
624173,Fraud,4,Fraud,Maryland,2020,11154,624173,11154
529166,Fraud,3,Fraud,Alaska,2019,835,529166,835
573651,Fraud,4,Fraud,Alabama,2021,5620,573651,5620
380279,Fraud,2,Fraud,Washington,2018,6955,380279,6955
492886,Fraud,1,Fraud,New York,2022,22854,492886,22854
831544,Fraud,1,Fraud,South Dakota,2021,1154,831544,1154
648197,Fraud,3,Fraud,Nevada,2020,6302,648197,6302
336868,Other,4,Other,Georgia,2021,19195,336868,19195
322678,Other,2,Other,Oklahoma,2018,2290,322678,2290
435820,Fraud,1,Fraud,Mississippi,2020,2541,435820,2541
406911,Other,2,Other,Alaska,2021,421,406911,421
263547,Other,1,Other,Texas,2020,20606,263547,20606
360718,Other,4,Other,California,2020,34070,360718,34070
320281,Other,1,Other,Ohio,2018,10042,320281,10042
